fs,fss,nfeatures,features,targets,reliability,oids
-5510733515476627148,-40526871,11,"{{-2.772588722239781,-0.6931471805599453,-1.6023694477092933,-12.367328027087364,-3.7826452271286155,-0.716893553814074,-0.11275072001485245,-3.991787991541705,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{4.553876891600541},{1},"{16448,16425,16425,16432,16479,16486,16527,16563}"
-808880556807194591,-558753148,8,"{{-10.420568570464626,-1.252762968495368,-4.727387818712341,-4.727387818712341,-10.39516093745751,-0.911208717208144,-0.027403509563474163,-1.9459101490553135}}",{8.690978417187905},{1},"{16456,16463,16472,16508,16519,16563}"
5267282279652319986,1720594548,8,"{{-12.367328027087364,-2.3978952727983707,-3.731369526745619,-2.4849066497880004,-0.6070671777196128,-4.727387818712341,-4.727387818712341,-1.02216990268343}}",{13.689355323049742},{1},"{16405,16432,16456,16486,16497,16556,16563}"
-5510733515476627148,2003053233,0,,{0},{1},"{16448,16425,16425,16432,16441,16463,16479,16486,16497,16519,16527,16563}"
-5929401182124901517,-223302333,12,"{{-1.9703022233616978,-1.9459101490553135,-2.9626355940093725,-1.3862943611198906,-10.39516093745751,-4.727387818712341,-9.504277838590472,-4.727387818712341,-0.6070671777196128,-14.959841313840421,-1.3862943611198906,-1.9459101490553135}}",{7.454719949364001},{1},"{16448,16425,16416,16405,16456,16463,16472,16508,16519,16563}"
2619358356542170316,-429106141,12,"{{-8.222064153023407,-0.6931471805599453,-15.242824734036668,-0.8729598613837413,-3.392039421988541,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-5.3616122256462075,-0.6070671777196128,-1.3862943611198906}}",{1.9459101490553132},{1},"{16448,16425,16425,16405,16456,16497,16508,16536,16563}"
2280384413821366706,-1979381951,3,"{{-10.708250642916408,-10.39516093745751,-1.8540868978097187}}",{8.624431942085836},{1},"{16463,16486,16519,16563}"
6350469962105744477,1437584570,1,{{-8.765770543987257}},{0},{1},{16527}
6650214460147150979,-548353602,15,"{{-14.959841313840421,-1.4639244139506833,-3.731369526745619,-3.121434256817224,-2.4849066497880004,-12.367328027087364,-1.02216990268343,-4.727387818712341,-2.4849066497880004,-0.5690697552088657,-10.39516093745751,-11.806862931584517,-4.727387818712341,-3.486568689393415,-0.2046193540202928}}",{10.410485861467732},{1},"{16384,16416,16405,16432,16456,16463,16486,16497,16519,16536,16545,16556,16563}"
-8570358269772166685,121186773,1,{{-13.432820126822259}},{3.1780538303479458},{1},{16497}
5267282279652319986,1945852253,8,"{{-14.959841313840421,-2.3978952727983707,-3.731369526745619,-2.4849066497880004,-0.6070671777196128,-1.4639244139506833,-4.727387818712341,-4.727387818712341}}",{13.46310221341748},{1},"{16384,16416,16405,16456,16497,16536,16556,16563}"
6101368897808108968,-1981007423,8,"{{-10.83093580710616,-1.3862943611198906,-1.9459101490553135,-3.171515255696993,-1.3862943611198906,-1.9459101490553135,-4.727387818712341,-4.727387818712341}}",{12.722049976435766},{1},"{16432,16441,16456,16472,16486,16497,16508,16563}"
-8745628810626288278,-1067369167,1,{{-1.3862943611198906}},{0},{1},{16441}
-3809785603362132151,-2146768241,3,"{{-10.39516093745751,-11.806862931584517,-13.85833534555489}}",{13.853184883769025},{1},"{16405,16463,16519}"
-2799995183862506353,-1636127151,12,"{{-14.959841313840421,-3.7687888594518686,-12.967343319777683,-12.86545738498479,-2.4849066497880004,-2.4849066497880004,-0.5690697552088657,-10.39516093745751,-11.806862931584517,-14.959296638332512,-3.486568689393415,-0.2046193540202928}}",{1.791759469228055},{1},"{16384,16416,16405,16463,16497,16519,16556,16563}"
-808880556807194591,-2039623949,8,"{{-10.420568570464626,-1.252762968495368,-3.0358863324586025,-4.727387818712341,-10.39516093745751,-4.727387818712341,-0.911208717208144,-1.9459101490553135}}",{7.299797366758161},{1},"{16448,16456,16463,16472,16497,16519,16563}"
-8853227751184510813,-1018645497,3,"{{-10.39516093745751,-10.708250642916408,-0.6699516424936622}}",{9.649240256170584},{1},"{16463,16486,16519,16527}"
-2799995183862506353,314250685,12,"{{-4.727387818712341,-12.86545738498479,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{0.6931471805599453},{1},"{16448,16425,16425,16456,16463,16497,16519,16563}"
2558748867405111050,884467729,5,"{{-10.39516093745751,-9.210340371976182,-9.504277838590472,-0.6070671777196128,-1.3862943611198906}}",{7.62657020629066},{1},"{16448,16425,16463,16519,16563}"
3330700635734281186,2051486636,9,"{{-1.252762968495368,-1.9459101490553135,-10.420568570464626,-4.727387818712341,-3.0358863324586025,-0.027403509563474163,-10.39516093745751,-0.911208717208144,-4.727387818712341}}",{9.425532393502772},{1},"{16456,16463,16472,16497,16508,16519,16563}"
1758072863970875987,362095834,7,"{{-4.7002137578033985,-1.6023694477092933,-12.367328027087364,-0.716893553814074,-0.11275072001485245,-1.3862943611198906,-1.3862943611198906}}",{6.695798917058491},{1},"{16448,16425,16432,16486,16497,16527}"
8502155271907567164,1919315689,11,"{{-3.246343923871749,-1.9459101490553135,-15.242824734036668,-1.3862943611198906,-9.210340371976182,-10.420568570464626,-10.39516093745751,-1.3862943611198906,-0.911208717208144,-1.3862943611198906,-1.9459101490553135}}",{8.859505484519133},{1},"{16448,16425,16425,16405,16463,16472,16508,16519,16536,16563}"
1975084072464202139,-2112182830,10,"{{-3.392039421988541,-15.242824734036668,-9.219428208195529,-9.860952782529203,-0.8729598613837413,-11.806862931584517,-4.727387818712341,-10.83093580710616,-5.3616122256462075,-4.727387818712341}}",{8.264878262801748},{1},"{16405,16432,16456,16463,16486,16497,16508,16519,16536}"
-5885625972757298871,-1800060795,1,{{-13.432820126822259}},{3.684013724678359},{1},{16497}
8502155271907567164,-203449429,4,"{{-3.246343923871749,-10.420568570464626,-10.39516093745751,-0.911208717208144}}",{4.499809670330265},{1},"{16448,16463,16508,16519,16563}"
4245832029459036970,-44800342,11,"{{-10.420568570464626,-1.252762968495368,-1.3862943611198906,-4.727387818712341,-3.0358863324586025,-4.727387818712341,-10.39516093745751,-0.6070671777196128,-0.027403509563474163,-1.3862943611198906,-1.9459101490553135}}",{6.340359303727752},{1},"{16448,16425,16456,16463,16472,16497,16508,16519,16563}"
-1630088287367505151,845532363,3,"{{-11.806862931584517,-8.765770543987257,-10.39516093745751},{-11.806862931584517,-11.954550522877074,-10.39516093745751}}","{5.5254529391317835,5.5254529391317835}","{1,1}","{16463,16519,16527}"
-7738028735347059107,-134855570,8,"{{-14.959841313840421,-14.743062444355063,-2.4849066497880004,-3.121434256817224,-3.731369526745619,-2.4849066497880004,-0.6070671777196128,-1.4639244139506833}}",{8.455955881945048},{1},"{16384,16416,16405,16536,16556,16563}"
-7624179224219018171,1369596650,8,"{{-1.9459101490553135,-15.242824734036668,-2.9626355940093725,-10.39516093745751,-9.504277838590472,-0.6070671777196128,-14.959841313840421,-1.9459101490553135}}",{9.326433090963036},{1},"{16416,16405,16463,16472,16519,16536,16563}"
-1912819773082406463,1186656944,13,"{{-14.959841313840421,-1.4639244139506833,-3.7687888594518686,-12.86545738498479,-3.121434256817224,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-15.242824734036668,-11.806862931584517,-14.959296638332512,-1.3862943611198906,-0.5629695375446049}}",{0},{1},"{16448,16425,16416,16405,16463,16519,16536,16563}"
-2478965080048270031,1737337719,3,"{{-10.39516093745751,-11.806862931584517,-12.966540361675643}}",{15.995690022563991},{1},"{16384,16405,16463,16486,16519}"
1758072863970875987,821779955,5,"{{-2.890371757896165,-3.7826452271286155,-0.716893553814074,-1.3862943611198906,-1.3862943611198906}}",{6.677083461247136},{1},"{16448,16425,16479,16486,16527}"
-1124127336827367041,534540469,0,,{11.813666891635643},{1},{16448}
-565328161990619398,-167547217,10,"{{-10.420568570464626,-1.252762968495368,-1.3862943611198906,-1.5288754787910588,-0.2876820724517809,-10.39516093745751,-1.3862943611198906,-0.911208717208144,-1.3862943611198906,-1.9459101490553135}}",{5.288267030694535},{1},"{16448,16425,16425,16463,16472,16508,16519,16563}"
-808880556807194591,-263195817,11,"{{-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-4.727387818712341,-1.7884906893764507,-1.114763284511908,-1.3862943611198906,-1.3862943611198906,-0.911208717208144,-0.027403509563474163,-1.3862943611198906}}",{14.003708150330382},{1},"{16448,16425,16425,16441,16456,16486,16508,16519,16563}"
1758072863970875987,-2062059259,9,"{{-13.273065259817821,-0.6931471805599453,-1.6023694477092933,-12.367328027087364,-0.716893553814074,-0.11275072001485245,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{5.678212189445569},{1},"{16448,16425,16425,16432,16486}"
6650214460147150979,2110456705,18,"{{-14.959841313840421,-3.731369526745619,-12.967343319777683,-4.727387818712341,-2.4849066497880004,-12.367328027087364,-1.02216990268343,-2.4849066497880004,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{8.160803920954665},{1},"{16384,16448,16425,16425,16416,16405,16432,16456,16463,16486,16497,16519,16556,16563}"
6650214460147150979,2035541320,12,"{{-14.959841313840421,-3.731369526745619,-12.967343319777683,-4.727387818712341,-2.4849066497880004,-2.4849066497880004,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-3.486568689393415}}",{11.041993404865915},{1},"{16384,16448,16425,16416,16405,16456,16463,16486,16497,16519,16556}"
-2799995183862506353,1556902992,8,"{{-14.959841313840421,-3.7687888594518686,-12.967343319777683,-1.3862943611198906,-10.39516093745751,-11.806862931584517,-14.959296638332512,-1.3862943611198906}}",{2.3978952727983707},{1},"{16384,16448,16425,16416,16405,16463,16519}"
2686551532437100503,2006960491,1,{{-10.39516093745751}},{6.068425588244111},{1},{16519}
-3495764495604230484,1480928008,2,"{{-1.02216990268343,-12.367328027087364}}",{0},{1},{16432}
6650214460147150979,1994246705,10,"{{-14.959841313840421,-3.731369526745619,-12.367328027087364,-1.02216990268343,-1.3862943611198906,-10.39516093745751,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-1.3862943611198906}}",{8.082402253926244},{1},"{16448,16425,16425,16416,16405,16432,16463,16486,16519}"
-5929401182124901517,-2045703192,5,"{{-1.9703022233616978,-1.3862943611198906,-4.727387818712341,-4.727387818712341,-1.3862943611198906}}",{12.927882595946558},{1},"{16448,16425,16456,16508,16519}"
6650214460147150979,1147465260,9,"{{-1.4639244139506833,-3.731369526745619,-3.121434256817224,-2.4849066497880004,-2.4849066497880004,-10.39516093745751,-1.3862943611198906,-11.806862931584517,-1.3862943611198906}}",{3.9318256327243257},{1},"{16384,16448,16425,16405,16463,16519,16536,16556}"
1758072863970875987,-1437612881,6,"{{-4.7002137578033985,-0.716893553814074,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{9.796625910752034},{1},"{16448,16425,16441,16486,16497,16519,16527}"
6650214460147150979,1266434370,11,"{{-1.4639244139506833,-3.731369526745619,-3.121434256817224,-2.4849066497880004,-12.367328027087364,-1.02216990268343,-2.4849066497880004,-0.5690697552088657,-10.39516093745751,-11.806862931584517,-0.2046193540202928}}",{5.3981627015177525},{1},"{16384,16448,16405,16432,16463,16486,16519,16536,16556,16563}"
-2972937597942960473,90725210,3,"{{-15.242824734036668,-10.39516093745751,-11.806862931584517}}",{13.853184883769025},{1},"{16405,16463,16519,16536,16563}"
1799237188439200003,-1691157395,2,"{{-4.727387818712341,-4.727387818712341}}",{0},{1},{16456}
4621617272025517643,1612752367,5,"{{-3.392039421988541,-0.8729598613837413,-15.242824734036668,-4.727387818712341,-4.727387818712341}}",{12.02567124405749},{1},"{16405,16456,16508,16536,16563}"
8502155271907567164,1321340739,9,"{{-3.246343923871749,-15.242824734036668,-2.9626355940093725,-10.420568570464626,-10.39516093745751,-4.727387818712341,-4.727387818712341,-0.911208717208144,-14.959841313840421}}",{5.3612921657094255},{1},"{16448,16416,16405,16456,16463,16508,16519,16536,16563}"
-4477816371804978596,-2099991161,12,"{{-2.772588722239781,-11.806862931584517,-1.6023694477092933,-1.3862943611198906,-12.367328027087364,-3.7826452271286155,-0.716893553814074,-0.11275072001485245,-11.806862931584517,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906},{-2.890371757896165,-11.806862931584517,-1.6023694477092933,-1.3862943611198906,-12.367328027087364,-3.7826452271286155,-0.716893553814074,-0.11275072001485245,-11.806862931584517,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}","{5.147494476813453,5.147494476813453}","{1,1}","{16448,16425,16432,16441,16463,16479,16486,16519,16527}"
3596309516107956315,1259988295,8,"{{-0.6931471805599453,-3.392039421988541,-9.860952782529203,-10.39516093745751,-1.3862943611198906,-1.3862943611198906,-0.6070671777196128,-1.3862943611198906}}",{7.462214939768189},{1},"{16448,16425,16425,16405,16463,16519,16563}"
8297872767581952856,-2059228055,1,{{-10.420568570464626}},{1.0986122886681098},{1},{16463}
-1630088287367505151,-729203862,3,"{{-0.11275072001485245,-12.367328027087364,-1.6023694477092933}}",{0},{1},{16432}
8637167297044090375,1215013735,6,"{{-3.392039421988541,-9.219428208195529,-10.83093580710616,-0.6070671777196128,-6.836426282323156,-8.222064153023407}}",{8.470730317005897},{1},"{16405,16432,16486,16508,16519,16563}"
1264440547233771903,-2023773189,11,"{{-1.9459101490553135,-1.791759469228055,-0.3451088202828996,-4.727387818712341,-2.890371757896165,-4.727387818712341,-1.9459101490553135,-4.727387818712341,-0.7406127249337399,-0.8241150514675003,-4.727387818712341}}",{2.302585092994046},{1},"{16456,16456,16472,16479,16486,16508,16508,16527,16563,16563}"
-1912819773082406463,-325100143,19,"{{-3.698043030374885,-14.959841313840421,-1.4639244139506833,-3.7687888594518686,-4.727387818712341,-12.86545738498479,-3.121434256817224,-2.4849066497880004,-4.727387818712341,-2.4849066497880004,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-4.727387818712341,-14.959296638332512,-1.3862943611198906,-0.5629695375446049}}",{4.189654742026425},{1},"{16384,16448,16425,16416,16405,16456,16456,16463,16486,16497,16519,16536,16545,16556,16563}"
8297872767581952856,1819530282,8,"{{-10.420568570464626,-1.3862943611198906,-4.727387818712341,-3.0358863324586025,-0.027403509563474163,-10.39516093745751,-0.911208717208144,-4.727387818712341}}",{12.287836947332814},{1},"{16441,16456,16463,16486,16497,16508,16519,16563}"
2558748867405111050,1868502565,1,{{-13.85833534555489}},{5.010083003426166},{1},{16405}
-8051795807640054913,-910874336,6,"{{-0.911208717208144,-10.420568570464626,-4.727387818712341,-0.027403509563474163,-4.727387818712341,-10.39516093745751}}",{8.891649112650057},{1},"{16456,16463,16508,16519,16563}"
-5510733515476627148,-1350458876,13,"{{-2.772588722239781,-0.6931471805599453,-1.6023694477092933,-12.367328027087364,-3.7826452271286155,-0.716893553814074,-0.11275072001485245,-3.991787991541705,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{6.555356891810665},{1},"{16448,16425,16425,16432,16441,16479,16486,16519,16527,16563}"
-7738028735347059107,753758923,2,"{{-13.432820126822259,-3.486568689393415}}",{0},{1},{16497}
4245832029459036970,-1993651059,5,"{{-10.420568570464626,-1.7884906893764507,-1.114763284511908,-10.39516093745751,-0.6070671777196128}}",{10.977670527281063},{1},"{16463,16486,16519,16563}"
-5885625972757298871,1490309713,1,{{-4.727387818712341}},{0},{1},{16456}
-4477816371804978596,460644012,6,"{{-1.3862943611198906,-2.7403863261503285,-0.716893553814074,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{8.057377488557991},{1},"{16448,16425,16441,16486,16497}"
-5929401182124901517,1794131685,10,"{{-1.9703022233616978,-1.9459101490553135,-1.3862943611198906,-10.39516093745751,-4.727387818712341,-9.504277838590472,-4.727387818712341,-0.6070671777196128,-1.3862943611198906,-1.9459101490553135}}",{5.786897381366708},{1},"{16448,16425,16456,16463,16472,16508,16519,16563}"
7204209839780818952,1785855080,2,"{{-13.85833534555489,-3.919047649657222}}",{3.2188758248682006},{1},{16405}
-7624179224219018171,812091781,5,"{{-1.3862943611198906,-10.39516093745751,-9.504277838590472,-0.6070671777196128,-1.3862943611198906}}",{8.41913925094085},{1},"{16448,16425,16463,16508,16519,16563}"
-7738028735347059107,188919477,2,"{{-3.121434256817224,-1.4639244139506833}}",{10.819998260213833},{1},{16536}
-3970444003182879231,-2019610592,3,"{{-2.4849066497880004,-3.731369526745619,-2.3978952727983707}}",{12.528757413176525},{1},"{16405,16556}"
6101368897808108968,1835206281,2,"{{-10.83093580710616,-3.171515255696993}}",{11.905859047138904},{1},"{16432,16486}"
-1794083932540499185,-1525441812,3,"{{-1.4639244139506833,-3.121434256817224,-15.242824734036668}}",{0},{1},{16536}
6650214460147150979,-384308276,1,{{-2.4849066497880004}},{0},{1},{16556}
1758072863970875987,-168943027,8,"{{-4.7002137578033985,-0.8518930642347371,-0.09674637701780181,-0.6931471805599453,-0.716893553814074,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{7.539027055823995},{1},"{16448,16425,16425,16486,16497,16527,16563}"
6650214460147150979,1238735842,12,"{{-3.731369526745619,-4.727387818712341,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{7.491087593534876},{1},"{16448,16425,16425,16405,16456,16463,16497,16519,16563}"
1758072863970875987,-1511690334,10,"{{-2.890371757896165,-0.8518930642347371,-11.806862931584517,-0.09674637701780181,-1.6023694477092933,-12.367328027087364,-3.7826452271286155,-0.716893553814074,-0.11275072001485245,-11.806862931584517}}",{5.5134287461649825},{1},"{16448,16432,16463,16479,16486,16519,16527,16563}"
2619358356542170316,-1132626859,11,"{{-8.222064153023407,-15.242824734036668,-0.8729598613837413,-3.392039421988541,-9.860952782529203,-11.806862931584517,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-0.6070671777196128},{-8.222064153023407,-15.242824734036668,-0.8729598613837413,-3.392039421988541,-9.860952782529203,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-0.6070671777196128}}","{2.995732273553991,2.995732273553991}","{1,1}","{16448,16425,16405,16456,16463,16508,16519,16536,16563}"
6101368897808108968,-1099560138,8,"{{-10.83093580710616,-1.3862943611198906,-3.171515255696993,-4.727387818712341,-1.3862943611198906,-4.727387818712341,-4.727387818712341,-4.727387818712341}}",{11.807004532947108},{1},"{16432,16441,16456,16456,16486,16497,16508,16563}"
3261834294741233279,2097832634,11,"{{-14.959841313840421,-12.367328027087364,-2.4849066497880004,-9.210967235081624,-3.731369526745619,-2.4849066497880004,-13.273065259817821,-1.4639244139506833,-0.6699516424936622,-1.5306306139058883,-1.02216990268343}}",{5.831882477283517},{1},"{16384,16416,16405,16432,16486,16536,16556}"
6650214460147150979,-168080653,11,"{{-14.959841313840421,-3.731369526745619,-4.727387818712341,-1.3862943611198906,-10.39516093745751,-1.3862943611198906,-11.806862931584517,-4.727387818712341,-1.3862943611198906,-3.486568689393415,-1.3862943611198906}}",{14.08659591369252},{1},"{16384,16448,16425,16425,16416,16405,16456,16463,16486,16497,16519,16545}"
-6027221776095257325,-59809117,6,"{{-3.392039421988541,-4.727387818712341,-9.860952782529203,-4.368781409443387,-4.727387818712341,-10.39516093745751}}",{11.769078169891383},{1},"{16405,16456,16463,16497,16508,16519,16563}"
-5259407748332317606,716842668,5,"{{-10.39516093745751,-10.420568570464626,-1.3862943611198906,-0.6070671777196128,-1.3862943611198906}}",{7.116394144093465},{1},"{16448,16425,16463,16486,16519,16563}"
-4110854689441581467,1013836662,7,"{{-3.392039421988541,-10.197425019150417,-4.727387818712341,-9.320586879021334,-4.727387818712341,-1.8540868978097187,-10.39516093745751}}",{1.791759469228055},{1},"{16405,16456,16463,16508,16519,16563}"
-5510733515476627148,1234717630,9,"{{-2.772588722239781,-4.7002137578033985,-0.6931471805599453,-3.7826452271286155,-0.716893553814074,-3.991787991541705,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906}}",{6.895682697747868},{1},"{16448,16425,16441,16479,16486,16497,16527,16563}"
6650214460147150979,1470228344,12,"{{-3.731369526745619,-4.727387818712341,-12.367328027087364,-1.02216990268343,-1.3862943611198906,-0.5690697552088657,-10.39516093745751,-4.727387818712341,-11.806862931584517,-3.486568689393415,-1.3862943611198906,-0.2046193540202928}}",{9.24329147211587},{1},"{16448,16425,16405,16432,16456,16463,16486,16497,16519,16563}"
-8853227751184510813,955973222,6,"{{-0.11275072001485245,-12.367328027087364,-11.806862931584517,-10.708250642916408,-0.6699516424936622,-13.273065259817821}}",{6.948897222313312},{1},"{16432,16463,16486,16519}"
1758072863970875987,-2095342607,5,"{{-2.890371757896165,-4.7002137578033985,-0.6931471805599453,-3.7826452271286155,-1.3862943611198906}}",{5.598421958998375},{1},"{16448,16425,16479,16497,16527}"
6650214460147150979,243119357,15,"{{-14.959841313840421,-1.4639244139506833,-3.731369526745619,-4.727387818712341,-3.121434256817224,-4.727387818712341,-1.3862943611198906,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-11.806862931584517,-4.727387818712341,-1.3862943611198906,-3.486568689393415,-1.3862943611198906}}",{11.230933837846813},{1},"{16384,16448,16425,16425,16416,16405,16456,16456,16463,16486,16497,16519,16536,16545}"
1264440547233771903,272975864,11,"{{-1.9459101490553135,-1.791759469228055,-14.743062444355063,-0.3451088202828996,-2.890371757896165,-4.727387818712341,-1.9459101490553135,-4.727387818712341,-0.7406127249337399,-0.8241150514675003,-4.727387818712341}}",{1.791759469228055},{1},"{16456,16456,16472,16479,16508,16527,16563,16563}"
-565328161990619398,-1016409828,15,"{{-10.420568570464626,-12.367328027087364,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-1.5288754787910588,-0.2876820724517809,-4.727387818712341,-1.7884906893764507,-1.114763284511908,-0.6202065567492896,-10.39516093745751,-1.3862943611198906,-0.911208717208144,-1.3862943611198906}}",{7.247080584585756},{1},"{16448,16425,16425,16432,16441,16456,16463,16486,16508,16519,16563}"
3596309516107956315,-1572113252,11,"{{-3.392039421988541,-9.860952782529203,-4.727387818712341,-11.806862931584517,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-5.3616122256462075,-4.727387818712341,-0.6070671777196128},{-3.392039421988541,-9.860952782529203,-4.727387818712341,-10.39516093745751,-4.727387818712341,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-5.3616122256462075,-4.727387818712341,-0.6070671777196128}}","{6.928537818164665,6.928537818164665}","{1,1}","{16448,16425,16405,16456,16456,16463,16497,16508,16519,16563}"
-1794083932540499185,1393632295,11,"{{-14.959841313840421,-3.8484849043313343,-2.4849066497880004,-9.320586879021334,-10.420568570464626,-3.731369526745619,-1.4639244139506833,-10.39516093745751,-3.121434256817224,-2.4849066497880004,-1.8540868978097187}}",{3.8066624897703196},{1},"{16384,16416,16405,16463,16497,16519,16536,16556,16563}"
1758072863970875987,-815091015,1,{{-3.7826452271286155}},{0.6931471805599453},{1},{16479}
-2799995183862506353,-142827256,14,"{{-14.959841313840421,-3.7687888594518686,-12.967343319777683,-12.86545738498479,-2.4849066497880004,-12.367328027087364,-1.02216990268343,-2.4849066497880004,-0.5690697552088657,-10.39516093745751,-11.806862931584517,-14.959296638332512,-3.486568689393415,-0.2046193540202928}}",{3.4011973816621555},{1},"{16384,16416,16405,16432,16463,16486,16497,16519,16556,16563}"
-5885625972757298871,-1407068105,7,"{{-12.367328027087364,-13.273065259817821,-1.3862943611198906,-1.02216990268343,-4.727387818712341,-1.3862943611198906,-4.727387818712341}}",{12.423415404734703},{1},"{16432,16441,16456,16486,16508}"
3042830198267909074,224891369,11,"{{-10.39516093745751,-0.00010000500033334732,-9.727421389904682,-8.517243192666278,-1.3862943611198906,-9.210340371976182,-0.09887653134687277,-1.3862943611198906,-14.959841313840421,-1.3862943611198906,-15.242824734036668}}",{3.4965075614664802},{1},"{16448,16425,16425,16416,16405,16463,16519,16536,16563}"
